,account_status,duration,credit_history,purpose,credit_amount,savings_account,unemployed,installment_rate,personal_status_sex,debtors/guarantors,present_residence_since,property,age,other_installment_plans,housing,credits,job,liable_for,telephone,foreign_worker,good/bad
926,11,12,31,40,697,61,72,4,93,101,2,123,46,141,152,2,173,1,192,201,0
927,11,18,34,42,1049,61,72,4,92,101,4,122,21,143,151,1,173,1,191,201,1
928,11,48,32,41,10297,61,74,4,93,101,4,124,39,142,153,3,173,2,192,201,0
929,14,30,32,43,1867,65,75,4,93,101,4,123,58,143,152,1,173,1,192,201,1
930,11,12,33,40,1344,61,73,4,93,101,2,121,43,143,152,2,172,2,191,201,1
931,11,24,32,42,1747,61,72,4,93,102,1,122,24,143,152,1,172,1,191,202,1
932,12,9,32,43,1670,61,72,4,92,101,2,123,22,143,152,1,173,1,192,201,0
933,14,9,34,40,1224,61,73,3,93,101,1,121,30,143,152,2,173,1,191,201,1
934,14,12,34,43,522,63,75,4,93,101,4,122,42,143,152,2,173,2,192,201,1
935,11,12,32,43,1498,61,73,4,92,101,1,123,23,141,152,1,173,1,191,201,1
936,12,30,33,43,1919,62,72,4,93,101,3,124,30,142,152,2,174,1,191,201,0
937,13,9,32,43,745,61,73,3,92,101,2,121,28,143,152,1,172,1,191,201,0
938,12,6,32,43,2063,61,72,4,94,101,3,123,30,143,151,1,174,1,192,201,1
939,12,60,32,46,6288,61,73,4,93,101,4,124,42,143,153,1,173,1,191,201,0
940,14,24,34,41,6842,65,73,2,93,101,4,122,46,143,152,2,174,2,192,201,1
941,14,12,32,40,3527,65,72,2,93,101,3,122,45,143,152,1,174,2,192,201,1
942,14,10,32,40,1546,61,73,3,93,101,2,121,31,143,152,1,172,2,191,202,1
943,14,24,32,42,929,65,74,4,93,101,2,123,31,142,152,1,173,1,192,201,1
944,14,4,34,40,1455,61,74,2,93,101,1,121,42,143,152,3,172,2,191,201,1
945,11,15,32,42,1845,61,72,4,92,103,1,122,46,143,151,1,173,1,191,201,1
946,12,48,30,40,8358,63,72,1,92,101,1,123,30,143,152,2,173,1,191,201,1
947,11,24,31,42,3349,63,72,4,93,101,4,124,30,143,153,1,173,2,192,201,0
948,14,12,32,40,2859,65,71,4,93,101,4,124,38,143,152,1,174,1,192,201,1
949,14,18,32,42,1533,61,72,4,94,102,1,122,43,143,152,1,172,2,191,201,0
950,14,24,32,43,3621,62,75,2,93,101,4,123,31,143,152,2,173,1,191,201,0
951,12,18,34,49,3590,61,71,3,94,101,3,123,40,143,152,3,171,2,192,201,1
952,11,36,33,49,2145,61,74,2,93,101,1,123,24,143,152,2,173,1,192,201,0
953,12,24,32,41,4113,63,72,3,92,101,4,123,28,143,151,1,173,1,191,201,0
954,14,36,32,42,10974,61,71,4,92,101,2,123,26,143,152,2,174,1,192,201,0
955,11,12,32,40,1893,61,73,4,92,103,4,122,29,143,152,1,173,1,192,201,1
956,11,24,34,43,1231,64,75,4,92,101,4,122,57,143,151,2,174,1,192,201,1
957,13,30,34,43,3656,65,75,4,93,101,4,122,49,142,152,2,172,1,191,201,1
958,12,9,34,43,1154,61,75,2,93,101,4,121,37,143,152,3,172,1,191,201,1
959,11,28,32,40,4006,61,73,3,93,101,2,123,45,143,152,1,172,1,191,201,0
960,12,24,32,42,3069,62,75,4,93,101,4,124,30,143,153,1,173,1,191,201,1
961,14,6,34,43,1740,61,75,2,94,101,2,121,30,143,151,2,173,1,191,201,1
962,12,21,33,40,2353,61,73,1,91,101,4,122,47,143,152,2,173,1,191,201,1
963,14,15,32,40,3556,65,73,3,93,101,2,124,29,143,152,1,173,1,191,201,1
964,14,24,32,43,2397,63,75,3,93,101,2,123,35,141,152,2,173,1,192,201,0
965,12,6,32,45,454,61,72,3,94,101,1,122,22,143,152,1,172,1,191,201,1
966,12,30,32,43,1715,65,73,4,92,101,1,123,26,143,152,1,173,1,191,201,1
967,12,27,34,43,2520,63,73,4,93,101,2,122,23,143,152,2,172,1,191,201,0
968,14,15,32,43,3568,61,75,4,92,101,2,123,54,141,151,1,174,1,192,201,1
969,14,42,32,43,7166,65,74,2,94,101,4,122,29,143,151,1,173,1,192,201,1
970,11,11,34,40,3939,61,73,1,93,101,2,121,40,143,152,2,172,2,191,201,1
971,12,15,32,45,1514,62,73,4,93,103,2,121,22,143,152,1,173,1,191,201,1
972,14,24,32,40,7393,61,73,1,93,101,4,122,43,143,152,1,172,2,191,201,1
973,11,24,31,40,1193,61,71,1,92,102,4,124,29,143,151,2,171,1,191,201,0
974,11,60,32,49,7297,61,75,4,93,102,4,124,36,143,151,1,173,1,191,201,0
975,14,30,34,43,2831,61,73,4,92,101,2,123,33,143,152,1,173,1,192,201,1
976,13,24,32,43,1258,63,73,3,92,101,3,123,57,143,152,1,172,1,191,201,1
977,12,6,32,43,753,61,73,2,92,103,3,121,64,143,152,1,173,1,191,201,1
978,12,18,33,49,2427,65,75,4,93,101,2,122,42,143,152,2,173,1,191,201,1
979,14,24,33,40,2538,61,75,4,93,101,4,123,47,143,152,2,172,2,191,201,0
980,12,15,31,40,1264,62,73,2,94,101,2,122,25,143,151,1,173,1,191,201,0
981,12,30,34,42,8386,61,74,2,93,101,2,122,49,143,152,1,173,1,191,201,0
982,14,48,32,49,4844,61,71,3,93,101,2,123,33,141,151,1,174,1,192,201,0
983,13,21,32,40,2923,62,73,1,92,101,1,123,28,141,152,1,174,1,192,201,1
984,11,36,32,41,8229,61,73,2,93,101,2,122,26,143,152,1,173,2,191,201,0
985,14,24,34,42,2028,61,74,2,93,101,2,122,30,143,152,2,172,1,191,201,1
986,11,15,34,42,1433,61,73,4,92,101,3,122,25,143,151,2,173,1,191,201,1
987,13,42,30,49,6289,61,72,2,91,101,1,122,33,143,152,2,173,1,191,201,1
988,14,13,32,43,1409,62,71,2,92,101,4,121,64,143,152,1,173,1,191,201,1
989,11,24,32,41,6579,61,71,4,93,101,2,124,29,143,153,1,174,1,192,201,1
990,12,24,34,43,1743,61,75,4,93,101,2,122,48,143,152,2,172,1,191,201,1
991,14,12,34,46,3565,65,72,2,93,101,1,122,37,143,152,2,172,2,191,201,1
992,14,15,31,43,1569,62,75,4,93,101,4,123,34,141,152,1,172,2,191,201,1
993,11,18,32,43,1936,65,74,2,94,101,4,123,23,143,151,2,172,1,191,201,1
994,11,36,32,42,3959,61,71,4,93,101,3,122,30,143,152,1,174,1,192,201,1
995,14,12,32,40,2390,65,75,4,93,101,3,123,50,143,152,1,173,1,192,201,1
996,14,12,32,42,1736,61,74,3,92,101,4,121,31,143,152,1,172,1,191,201,1
997,11,30,32,41,3857,61,73,4,91,101,4,122,40,143,152,1,174,1,192,201,1
998,14,12,32,43,804,61,75,4,93,101,4,123,38,143,152,1,173,1,191,201,1
999,11,45,32,43,1845,61,73,4,93,101,4,124,23,143,153,1,173,1,192,201,0
1000,12,45,34,41,4576,62,71,3,93,101,4,123,27,143,152,1,173,1,191,201,1
